BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2014;100009380;100000017;8;2920;195;2;2709;;;0;0;0;;;0;0;0;8;2920;195;2;2709;2;127;;;0;;0;;0;;;2;127;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;110000023;110780061;291;103092;15014;1659;83332;73;25381;3153;243;16448;46;16299;3086;127;12226;410;144772;21253;2029;112006;29;2014;;;29192;5;1245;3;516;;;37;3775;;;29192;1;1;1;1;1;1;1;1;1;99;60;16;100;64722;8637;366
MCO;2014;110000049;110780087;25;9125;1131;96;8179;;;0;0;0;;;0;0;0;25;9125;1131;96;8179;;0;;;25;;0;;0;;;;0;;;25;;;;;;;;;;;;;;;;
MCO;2014;110000056;110780137;176;62919;9945;1324;54292;56;19590;2740;80;15180;22;8030;1535;121;5754;254;90539;14220;1525;75226;14;1270;;;1406;14;2959;2;305;;;30;4534;;;1406;1;0;1;1;1;1;1;1;1;54;30;10;160;72063;3323;109
MCO;2014;110000189;110780707;30;10950;548;4;9016;;;0;0;0;;;0;0;0;30;10950;548;4;9016;;0;;;0;;0;;0;;;;0;;;0;;;1;;;;;;;;;;;82;;
MCO;2014;110000247;110780772;39;14235;889;7;9410;;;0;0;0;;;0;0;0;39;14235;889;7;9410;2;99;;;39;;0;;0;;;2;99;;;39;1;1;1;1;0;0;1;0;0;;;;;12746;262;0
MCO;2014;110780228;110000114;71;25915;5893;909;27060;69;25185;3069;95;12440;18;6570;1297;73;4949;158;57670;10259;1077;44449;10;12;;;18882;35;9355;1;196;;;46;9563;;;18882;;;;;;;;;;;;;;;;
MCO;2014;110780236;110780707;12;4380;250;0;3516;;;0;0;0;;;0;0;0;12;4380;250;0;3516;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;110780483;110000155;23;8395;816;120;5057;103;37595;3589;222;10303;;;0;0;0;126;45990;4405;342;15360;;0;;;1754;15;9236;7;2;;;22;9238;;;1754;;;;;;;;;;;;;;;;
MCO;2014;120000039;120780044;233;84819;10949;665;71248;77;27975;4338;292;19592;29;10585;2035;354;8244;339;123379;17322;1311;99084;71;3993;;;29705;16;3031;1;24;;;88;7048;;;29705;;;;;;;;;;;;;;61350;22284;2038
MCO;2014;120000054;120780069;70;25550;3676;562;18665;60;21900;2735;551;10275;12;4380;1117;385;3025;142;51830;7528;1498;31965;;0;;;1228;;0;;0;;;;0;;;1228;1;0;1;1;1;1;1;1;0;;;;;41217;2015;
MCO;2014;120000070;120780085;49;17885;2343;454;14212;23;8385;1710;661;5159;15;5475;538;132;1612;87;31745;4591;1247;20983;;0;;;111;;0;;0;;;;0;;;111;1;;;1;1;1;0;1;0;;4;4;;;;0
MCO;2014;120000088;120780093;9;2400;159;6;2466;;;0;0;0;;;0;0;0;9;2400;159;6;2466;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;120000096;120780101;20;5693;263;1;5561;;;0;0;0;;;0;0;0;20;5693;263;1;5561;;0;;;7;;0;;0;;;;0;;;7;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;120001128;120780069;5;1825;359;24;857;22;8030;509;8;2957;;;0;0;0;27;9855;868;32;3814;;0;;;21;5;3488;;0;;;5;3488;;;21;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;120004569;120004528;46;16790;2339;338;13686;47;17155;2795;600;9302;12;4380;525;80;1667;105;38325;5659;1018;24655;6;118;;;1102;;0;2;75;;;8;193;;;1102;1;1;0;1;1;1;1;1;1;;;;;27004;3669;159
MCO;2014;120004668;120004619;35;11620;1958;324;12455;5;1660;341;18;1270;6;1992;394;46;1403;46;15272;2693;388;15128;2;327;;;45;3;642;2;18;;;7;987;;;45;1;0;1;1;1;1;0;0;1;30;5;1;106;18829;4791;0
MCO;2014;120780325;120004528;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;2593;;0;;;15;2593;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;130000409;130041916;307;107396;18570;2928;104407;133;47642;7277;701;33264;59;21346;3671;190;15455;499;176384;29518;3819;153126;39;7943;;;17044;11;3074;12;1656;;;62;12673;;;17044;1;1;1;1;1;1;1;1;1;104;48;38;45;131734;114946;7284
MCO;2014;130000516;130781339;25;7580;806;10;7549;;;0;0;0;;;0;0;0;25;7580;806;10;7549;10;2010;;;0;;0;;0;;;10;2010;;;0;1;1;0;0;1;0;0;1;1;;70;;15;2243;0;81
MCO;2014;130000565;130781446;115;41975;6842;1082;31267;32;11680;1281;22;7405;16;5840;1245;56;5257;163;59495;9368;1160;43929;8;461;;;1146;7;1351;3;359;;;18;2171;;;1146;1;1;;1;1;1;1;;1;;;;;69488;4162;129
MCO;2014;130001225;130782634;158;57440;9505;602;51853;47;15792;2598;108;12232;32;11680;2517;473;8726;237;84912;14620;1183;72811;7;1774;0;0;3489;8;827;1;44;0;0;16;2645;0;0;3489;1;1;1;1;1;1;1;1;1;;;;;;;
MCO;2014;130001258;130028228;27;9855;495;8;7028;;;0;0;0;;;0;0;0;27;9855;495;8;7028;;0;;;0;;0;;0;;;;0;;;0;0;0;0;1;0;0;1;1;0;;;;;1753;254;360
MCO;2014;130001647;130784127;181;65632;9733;47;62614;47;17155;2848;3;15335;;;0;0;0;228;82787;12581;50;77949;48;947;;;55683;15;3887;;0;;;63;4834;;;55683;0;1;1;1;0;0;1;0;0;10;;;;77588;1381;
MCO;2014;130002215;130785512;57;20805;3285;395;19248;32;11680;1386;286;7315;20;7300;2528;927;6303;109;39785;7199;1608;32866;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;61;1;0;1;1;1;1;1;0;1;30;15;7;15;26813;;
MCO;2014;130002694;040000481;26;9490;845;26;6820;;;0;0;0;;;0;0;0;26;9490;845;26;6820;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;130002827;130789274;131;47815;6242;352;44377;38;13870;2269;145;10879;34;12410;2017;359;6841;203;74095;10528;856;62097;7;36;;;1723;6;2458;;0;;;13;2494;;;1723;1;1;1;1;1;1;1;1;1;;;;;51388;20771;4992
MCO;2014;130002835;130789316;160;57976;9889;1479;46702;41;10251;1999;132;8843;41;14965;3090;174;11337;242;83192;14978;1785;66882;12;1037;0;0;11088;15;1024;1;1234;0;0;28;3295;0;0;11088;1;0;1;1;0;1;1;0;1;150;;30;30;52706;4735;0
MCO;2014;130008253;130001084;0;0;0;0;0;32;11680;5739;4495;4412;32;11680;2197;155;8000;64;23360;7936;4650;12412;0;0;0;0;178;18;0;0;0;0;0;18;0;0;0;178;;;;;;;;;;;;;;;;
MCO;2014;130037922;130037823;66;22444;2195;16;16978;74;26924;3762;22;16820;;;0;0;0;140;49368;5957;38;33798;19;2529;;;276;20;3817;;0;;;39;6346;;;276;;;;;;;;;;;;;;;;
MCO;2014;130041767;130041262;40;14600;1852;114;10195;;;0;0;0;;;0;0;0;40;14600;1852;114;10195;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;130042096;130042062;42;15330;3025;176;9272;;;0;0;0;;;0;0;0;42;15330;3025;176;9272;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;130043664;130002157;138;50370;7565;1825;40406;186;67890;9283;41;48798;;;0;0;0;324;118260;16848;1866;89204;60;12552;;;4914;34;6935;;0;;;94;19487;;;4914;1;1;1;1;1;1;1;1;1;;;;;190775;;
MCO;2014;130780521;130786049;491;160319;22175;1284;135884;283;104325;12700;336;74054;63;17931;4474;184;23915;837;282575;39349;1804;233853;57;9445;;;22285;28;4444;9;1124;;;94;15013;;;22285;1;1;1;1;0;1;1;0;1;;;;;234077;123416;370
MCO;2014;130781255;220020739;29;10585;803;9;8606;0;0;0;0;0;0;0;0;0;0;29;10585;803;9;8606;8;634;;;0;0;0;0;0;;;8;634;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;130781289;130002447;24;8760;703;3;7457;16;5840;1246;141;2925;;;189;1;469;40;14600;2138;145;10851;;1912;;;8640;18;2743;;271;;;18;4926;;;8640;;;;;;;;;;;;;;;;
MCO;2014;130781370;130000532;17;6205;1666;636;4555;80;29200;2500;271;10696;0;0;49;16;66;97;35405;4215;923;15317;0;0;0;0;568;14;5417;;0;0;0;14;5417;0;0;568;;;;;;;;;;;;;;;;
MCO;2014;130781479;130000599;109;39785;4745;108;33994;90;32850;4820;45;21825;15;5475;507;19;2278;214;78110;10072;172;58097;;0;;;3738;41;10243;1;27;;;42;10270;;;3738;;;;;;;;;;;;;;;;
MCO;2014;130781867;130000813;;;0;0;0;37;13505;1196;5;4119;;;0;0;0;37;13505;1196;5;4119;;1;;;3002;27;4872;;0;;;27;4873;;;3002;;;;;;;;;;;;;;;;
MCO;2014;130782071;130002454;38;13870;1665;229;8881;46;16790;2158;19;8779;;;0;0;0;84;30660;3823;248;17660;0;0;;;0;26;6284;;0;;;26;6284;;;0;;;;;;;;;;;;;;;;
MCO;2014;130782147;130000979;61;22265;3866;402;25669;85;31025;9792;6576;14718;;;0;0;0;146;53290;13658;6978;40387;;0;;;9;14;0;;0;;;14;0;;;9;;;;;;;;;;;;;;40176;;
MCO;2014;130782162;130000987;15;5475;3650;2652;4467;61;22265;1340;0;4948;;;0;0;0;76;27740;4990;2652;9415;;0;;;0;16;3377;;0;;;16;3377;;;0;;;;;;;;;;;;;;;;
MCO;2014;130782675;130001233;;;0;0;0;38;11723;1389;70;4379;;;0;0;0;38;11723;1389;70;4379;;0;;;0;22;5839;;0;;;22;5839;;;0;;;;;;;;;;;;;;;;
MCO;2014;130783152;130001365;12;4380;392;9;4143;;;0;0;0;;;0;0;0;12;4380;392;9;4143;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;130783236;130786049;308;111268;13226;1265;91136;187;61152;6664;119;36257;95;33166;6309;453;30082;590;205586;26199;1837;157475;99;4820;;;35741;12;1564;18;3282;;;129;9666;;;35741;;;;;;;;;;;;;;161488;99507;92
MCO;2014;130783293;130786049;526;144913;24965;2092;142153;388;105967;13419;190;80754;;;0;0;0;914;250880;38384;2282;222907;83;18448;;;30838;21;2419;;0;;;104;20867;;;30838;1;1;1;0;1;0;0;0;1;;;;;253669;140957;310845
MCO;2014;130783327;130001415;45;16425;1603;45;12294;52;17156;3132;106;8359;39;14235;3705;66;16371;136;47816;8440;217;37024;;0;;;24037;37;6526;39;1503;;;76;8029;;;24037;;;;;;;;;;;;;;;;
MCO;2014;130783665;130043722;31;11315;991;12;6625;20;7300;998;1;3647;0;;10;0;37;51;18615;1999;13;10309;5;307;;;1293;18;3885;;585;;;23;4777;;;1293;1;1;1;1;1;1;1;1;1;;;;;;;
MCO;2014;130783723;130001456;;;0;0;0;90;32850;4645;3;13458;;;0;0;0;90;32850;4645;3;13458;;0;;;0;23;9614;;0;;;23;9614;;;0;;;;;;;;;;;;;;;;
MCO;2014;130783772;130810336;;;0;0;0;28;7280;2737;7;3404;;;0;0;0;28;7280;2737;7;3404;;0;;;0;29;7415;;0;;;29;7415;;;0;;;;;;;;;;;;;;;;
MCO;2014;130783962;130001415;22;8030;498;11;3635;14;5110;665;2;908;0;0;0;0;0;36;13140;1163;13;4543;22;279;;;36;25;6761;;0;;;47;7040;;;36;;;;;;;;;;;;;;;;
MCO;2014;130784051;130037823;98;35770;2128;17;24950;192;70080;10103;70;57514;;;0;0;0;290;105850;12231;87;82464;29;2839;;;15920;14;129;;0;;;43;2968;;;15920;;;;;;;;;;;;;;;;
MCO;2014;130784226;130804032;14;4620;419;1;1211;;;0;0;0;;;0;0;0;14;4620;419;1;1211;11;1997;;;0;;0;;0;;;11;1997;;;0;0;0;0;0;1;0;0;0;0;;45;;;2279;;
MCO;2014;130784234;130786049;83;28159;3538;95;22479;38;13870;1583;18;9161;;;0;0;0;121;42029;5121;113;31640;29;6600;;;8834;4;287;;0;;;33;6887;;;8834;1;1;1;1;0;1;1;1;1;;;;;79310;28417;17028
MCO;2014;130784713;130038847;85;31025;5794;97;39730;75;27375;2856;13;13566;103;37595;3644;78;14797;263;95995;12294;188;68093;22;0;;;6809;38;7951;;0;;;60;7951;;;6809;;;;;;;;;;;;;;;;
MCO;2014;130784903;130002041;43;15695;1508;5;14132;;;0;0;0;;;0;0;0;43;15695;1508;5;14132;;0;;;0;8;2773;;0;;;8;2773;;;0;;;;;;;;;;;;;;;;
MCO;2014;130785389;130002173;;;0;0;0;57;7003;1990;103;7003;;;0;0;0;57;7003;1990;103;7003;;0;;;0;20;7618;;0;;;20;7618;;;0;;;;;;;;;;;;;;;;
MCO;2014;130785652;130014228;389;134740;21553;2574;111973;197;70855;9755;176;53542;85;30386;6139;239;27247;671;235981;37447;2989;192762;39;1308;;;12388;55;12434;;0;;;94;13742;;;12388;1;1;1;1;1;1;1;1;1;10;8;45;30;274798;81096;86
MCO;2014;130785678;130002249;50;18250;2007;9;23829;40;14600;837;4;4138;;;0;0;0;90;32850;2844;13;27967;12;5;;;2314;25;4777;;40;;;37;4822;;;2314;;;;;;;;;;;;;;;;
MCO;2014;130786361;130002447;55;20075;2513;522;19057;109;39785;8147;778;30089;;;214;4;742;164;59860;10874;1304;49888;;5453;;;236;35;6639;;170;;;35;12262;;;236;;;;;;;;;;;;;;;;
MCO;2014;130786445;130002488;12;4380;865;16;4010;20;7300;102;27;1013;62;22630;3639;11;18817;94;34310;4606;54;23840;;72;;;14;1;467;2;0;;;3;539;;;14;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;130786742;750821092;172;62269;5593;1248;30062;72;24702;2842;163;13097;0;0;0;0;0;244;86971;8435;1411;43159;6;118;0;0;303;6;1561;0;0;0;0;12;1679;0;0;303;1;1;0;1;1;0;1;0;1;;;;;63076;19280;3330
MCO;2014;130789159;750043994;19;6935;573;1;6391;;;0;0;0;;;0;0;0;19;6935;573;1;6391;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;130804297;130786049;110;38584;6533;455;35196;85;24459;4951;432;18500;;;0;0;0;195;63043;11484;887;53696;38;6441;;;3537;10;2039;;0;;;48;8480;;;3537;1;1;1;1;1;1;1;1;1;;;;;93602;49267;75
MCO;2014;130809015;130001928;43;15695;1021;18;12169;;;0;0;0;;;0;0;0;43;15695;1021;18;12169;5;593;0;;30;;0;;0;;;5;593;0;;30;1;0;1;0;1;0;1;0;1;2;7;;15;452;0;143
MCO;2014;130810740;130007362;47;17155;1539;23;11235;62;22630;3701;40;14145;;;0;0;0;109;39785;5240;63;25380;;0;;;0;19;14951;;0;;;19;14951;;;0;;;;;;;;;;;;;;;;
MCO;2014;130811102;130007487;24;8760;327;1;7768;;;0;0;0;;;0;0;0;24;8760;327;1;7768;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;140000027;140000035;226;82490;12833;721;71291;47;16735;2547;101;11962;32;11680;2002;121;8949;305;110905;17382;943;92202;11;887;;;9839;10;1543;2;300;;;23;2730;;;9839;1;1;1;1;1;1;1;1;1;;;;;63943;7722;2772
MCO;2014;140000076;140000084;29;10585;1100;95;8742;0;0;0;0;0;0;0;0;0;0;29;10585;1100;95;8742;1;11;;;12;;0;;0;;;1;11;;;12;1;0;1;1;0;0;0;1;1;88;;;132;3160;44;0
MCO;2014;140000209;140000100;596;208752;33207;6293;178061;356;125766;18058;1145;93019;80;32277;4845;336;23737;1032;366795;56110;7774;294817;66;7666;0;0;13732;31;7631;6;344;0;0;103;15641;0;0;13732;1;0;1;1;1;1;1;1;1;127;79;35;90;218872;36214;5111
MCO;2014;140000233;140000118;92;35088;4101;152;28061;39;12046;2129;2;9551;18;6570;664;4;2681;149;53704;6894;158;40293;2;183;;;70;6;1327;1;185;;;9;1695;;;70;1;1;1;1;0;1;1;1;1;18;;29;86;30210;12441;0
MCO;2014;140000290;140000449;1;100;50;2;512;72;26280;3262;62;13030;;;0;0;0;73;26380;3312;64;13542;;0;;;57;8;3458;;0;;;8;3458;;;57;;;;;;;;;;;;;;;;
MCO;2014;140000340;140025800;12;4380;200;4;3519;;;0;0;0;;;0;0;0;12;4380;200;4;3519;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;140000373;140000159;84;30420;4045;152;30038;;;0;0;0;7;1288;70;0;193;91;31708;4115;152;30231;5;432;1;77;688;;0;0;0;;;5;432;1;77;688;1;0;1;1;1;1;1;0;0;90;90;6;;4740;90;0
MCO;2014;140000555;140000639;110;37860;4357;99;32994;44;14464;2525;420;9050;;;0;0;0;154;52324;6882;519;42044;45;866;;;71180;5;1460;;0;;;50;2326;;;71180;0;1;1;0;0;0;0;0;0;;;;;59388;39214;3402
MCO;2014;140002452;140025800;53;19345;2380;660;16660;;;0;0;0;;;0;0;0;53;19345;2380;660;16660;;0;;;1;6;2728;;0;;;6;2728;;;1;0;0;0;1;0;0;0;0;0;;;;;27530;1334;
MCO;2014;140004383;140000100;95;34675;3679;57;31042;0;0;0;0;0;0;0;0;0;0;95;34675;3679;57;31042;4;865;0;0;15554;0;0;0;0;0;0;4;865;0;0;15554;0;1;0;0;0;0;0;0;0;;;;;22678;9069;0
MCO;2014;140016759;140003146;12;3650;3088;809;10359;121;37032;6870;0;25546;50;18250;2427;63;11428;183;58932;12385;872;47333;15;5;;;4472;32;8803;0;20;;;47;8828;;;4472;;;;;;;;;;;;;;;;
MCO;2014;140017237;140003278;76;27740;7451;1575;22576;149;54316;10621;361;41359;;;0;0;0;225;82056;18072;1936;63935;0;0;;;13711;62;17508;;0;;;62;17508;;;13711;;;;;;;;;;;;;;;;
MCO;2014;140018730;140000423;6;2190;111;0;911;34;12410;2130;62;5860;;;0;0;0;40;14600;2241;62;6771;;0;;;0;8;3607;;0;;;8;3607;;;0;;;;;;;;;;;;;;;;
MCO;2014;140024886;140000092;100;37239;6095;993;32054;29;10585;1845;184;8439;18;6570;831;73;3410;147;54394;8771;1250;43903;5;428;0;0;1930;10;2553;0;143;0;0;15;3124;0;0;1930;1;1;1;1;0;1;1;1;0;90;;42;;72579;70239;0
MCO;2014;140026410;140026279;76;27740;3457;190;25704;;;0;0;0;24;8760;981;345;2676;100;36500;4438;535;28380;1;160;1;160;20;;0;;0;;;1;160;1;160;20;1;1;1;1;0;1;1;1;0;90;;40;;26299;;
MCO;2014;140026709;140000415;6;2190;144;0;1086;54;19710;5373;3278;8483;;;0;0;0;60;21900;5517;3278;9569;;0;;;2;8;0;;0;;;8;0;;;2;0;0;0;0;0;0;0;0;0;;;;;2800;0;0
MCO;2014;150000024;150780047;15;3493;138;0;2393;;;0;0;0;;;0;0;0;15;3493;138;0;2393;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;150000032;150780088;71;25915;2584;186;23042;30;10950;1675;103;7970;15;5475;751;174;2524;116;42340;5010;463;33536;4;405;0;0;520;4;322;0;68;0;0;8;795;0;0;520;1;0;0;1;0;1;0;0;0;;;1;;17990;7972;0
MCO;2014;150000040;150780096;226;81605;10135;720;68833;62;22176;3325;242;18289;31;11175;1695;371;5666;319;114956;15155;1333;92788;20;1582;;;2934;12;2516;;0;;;32;4098;;;2934;1;1;1;1;1;1;1;1;1;150;90;30;180;42146;22856;6499
MCO;2014;150000164;150780468;40;14600;1938;239;14838;;;0;0;0;;;0;0;0;40;14600;1938;239;14838;;0;;;47;;0;;0;;;;0;;;47;1;1;0;1;0;1;1;0;0;;;8;;5033;;
MCO;2014;150000180;150780500;30;10950;512;14;6196;;;0;0;0;;;0;0;0;30;10950;512;14;6196;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;150780120;150000065;10;3650;266;5;1223;;;0;0;0;;;0;0;0;10;3650;266;5;1223;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;150780732;150000271;81;29565;2037;18;24311;129;47085;4476;80;22265;0;0;0;0;0;210;76650;6513;98;46576;6;2;;;14917;10;5629;0;15;;;16;5646;;;14917;;;;;;;;;;;;;;;;
MCO;2014;160000170;160000204;0;;271;0;1183;78;25550;3994;481;12340;;;0;0;0;78;25550;4265;481;13523;;0;;;0;32;5254;;0;;;32;5254;;;0;;;;;;;;;;;;;;;;
MCO;2014;160000188;160000121;12;4380;226;3;3367;;;0;0;0;;;0;0;0;12;4380;226;3;3367;3;143;;;2;;0;;0;;;3;143;;;2;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;160000253;160000451;320;108960;18142;3036;85985;81;27311;4620;351;20046;35;11953;3014;577;9039;436;148224;25776;3964;115070;26;1385;;;18513;10;1983;4;508;;;40;3876;;;18513;1;0;1;1;1;1;1;1;1;90;100;90;160;130588;33750;2357
MCO;2014;160000279;160000212;;;0;0;0;78;28470;2284;152;8718;;;0;0;0;78;28470;2284;152;8718;;0;;;0;24;4393;;0;;;24;4393;;;0;0;0;0;0;0;0;0;;0;;;;;5894;0;0
MCO;2014;160000303;160006037;53;19345;2468;194;14771;;;0;0;0;;;0;0;0;53;19345;2468;194;14771;4;125;;;17;;0;;0;;;4;125;;;17;1;0;0;1;1;1;1;0;0;;22;7;;7023;483;0
MCO;2014;160000311;160000485;27;9855;1755;254;8033;;;0;0;0;;;0;0;0;27;9855;1755;254;8033;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;1;0;1;1;0;170;60;;;6117;0;0
MCO;2014;160000337;160000493;35;11566;2187;649;11046;;;0;0;0;0;0;0;0;0;35;11566;2187;649;11046;;0;;;47;;0;;0;;;;0;;;47;1;0;0;1;1;1;1;1;0;;90;20;;14168;11490;0
MCO;2014;160000360;160000519;10;1600;21;0;327;;;0;0;0;;;0;0;0;10;1600;21;0;327;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;160013207;160001632;24;8760;1291;2;7657;101;36865;4770;97;16566;40;14600;2022;110;7204;165;60225;8083;209;31427;16;3665;;;4948;51;8436;0;120;;;67;12221;;;4948;;;;;;;;;;;;;;;;
MCO;2014;160014650;160014643;;;;;;;;;;;;;;;;;;;;;;;;;21932;;;;;;;;;;;21932;;;;;;;;;;;;;;;;
MCO;2014;160015368;160014411;103;36308;6349;1240;32782;;;0;0;0;15;5475;887;82;3318;118;41783;7236;1322;36100;17;752;;;2044;;0;0;0;;;17;752;;;2044;1;1;0;1;1;1;1;0;1;;45;25;30;66993;12755;
MCO;2014;170000038;170780050;69;25185;3328;382;20654;19;6935;1047;48;5303;;;0;0;0;88;32120;4375;430;25957;3;261;;;349;7;1795;0;15;;;10;2071;;;349;1;0;0;1;0;0;1;1;1;;;;150;11439;74448;2277
MCO;2014;170000079;170780142;11;4015;160;4;3102;;;0;0;0;;;0;0;0;11;4015;160;4;3102;1;129;;;0;;0;;0;;;1;129;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;170000087;170023279;427;147392;22848;1044;127880;118;43005;7175;0;38595;45;16425;3675;87;15204;590;206822;33698;1131;181679;41;3057;;;27316;30;5546;2;1114;;;73;9717;;;27316;1;1;1;1;1;1;1;1;1;25;60;60;60;123395;;
MCO;2014;170000095;170780167;77;28105;3104;308;24601;24;8544;1359;143;5585;10;3650;606;126;1981;111;40299;5069;577;32167;6;465;0;0;54;6;647;0;0;0;0;12;1112;0;0;54;1;0;1;1;0;0;1;0;1;20;;;80;32343;20985;0
MCO;2014;170000103;170780175;197;71137;10277;1039;64265;79;28730;4933;263;24427;28;10220;1829;122;7235;304;110087;17039;1424;95927;35;1247;;;37363;;2451;;0;;;35;3698;;;37363;1;1;0;1;1;1;1;1;1;;130;70;180;87066;13;901
MCO;2014;170000111;170023279;3;1095;59;1;702;;;0;0;0;;;0;0;0;3;1095;59;1;702;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;170000129;170780191;125;45379;5589;509;41771;;;0;0;0;;;0;0;0;125;45379;5589;509;41771;10;414;;;2869;;0;;0;;;10;414;;;2869;1;0;0;0;0;0;1;0;0;;;;;8581;5249;
MCO;2014;170000152;170780225;179;65399;9737;417;58448;60;21306;2920;82;16149;25;9125;1686;207;6413;264;95830;14343;706;81010;11;1108;;;1135;13;4766;2;153;;;26;6027;;;1135;1;1;1;1;1;1;1;1;1;45;;15;;46328;19305;2149
MCO;2014;170000178;170780266;10;3650;266;5;3482;;;0;0;0;;;0;0;0;10;3650;266;5;3482;1;56;;;0;;0;;0;;;1;56;;;0;0;0;0;0;0;0;1;0;0;;;;;339;;
MCO;2014;170780563;170000251;8;2920;223;0;2301;79;25517;5381;117;23309;24;8760;1077;42;4277;111;37197;6681;159;29887;;0;;;475;12;6070;2;43;;;14;6113;;;475;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;170780613;170000277;;;412;16;1284;42;15330;3264;198;11330;36;13140;1626;50;5559;78;28470;5302;264;18173;;0;;;347;19;3458;;578;;;19;4036;;;347;;;;;;;;;;;;;;;;
MCO;2014;170780621;170000285;;;0;0;0;35;12775;2085;108;8487;;;0;0;0;35;12775;2085;108;8487;;0;;;0;21;4124;;0;;;21;4124;;;0;;;;;;;;;;;;;;;;
MCO;2014;170780647;170000301;;;0;0;0;40;11420;1902;51;5828;;;0;0;0;40;11420;1902;51;5828;;0;;;0;26;5952;;0;;;26;5952;;;0;;;;;;;;;;;;;;;;
MCO;2014;170780662;170024053;;;0;0;0;51;18615;3693;65;9318;;;0;0;0;51;18615;3693;65;9318;14;7069;;;5;33;8147;;0;;;47;15216;;;5;;;;;;;;;;;;;;;;
MCO;2014;180000010;180000028;327;117531;14194;913;101430;116;41200;4400;602;23175;50;18250;2940;663;10465;493;176981;21534;2178;135070;18;760;0;0;18102;14;3148;5;460;0;0;37;4368;0;0;18102;1;0;1;1;1;1;1;1;1;25;51;30;;89184;20599;201
MCO;2014;180000200;180000051;74;27010;5039;525;30651;23;8395;1425;94;6232;15;5475;844;59;3254;112;40880;7308;678;40137;2;142;;;1431;15;1992;3;205;;;20;2339;;;1431;1;0;0;1;1;1;1;0;1;;;;;;;0
MCO;2014;180000283;180000069;80;29169;4056;1148;27405;;;0;0;0;15;5475;643;118;2460;95;34644;4699;1266;29865;1;17;;;119;;0;1;78;;;2;95;;;119;1;0;1;0;0;1;0;0;1;60;;15;60;10572;1768;
MCO;2014;180000358;180000739;0;0;165;0;1817;68;24820;2156;0;9225;;;0;0;0;68;24820;2321;0;11042;2;1;;;693;8;3378;;0;;;10;3379;;;693;;;;;;;;;;;;;;;;
MCO;2014;180004145;180000887;11;4015;941;21;7436;139;50735;5149;67;22473;19;6935;19;2;57;169;61685;6109;90;29966;12;2970;;;4373;25;3473;;0;;;37;6443;;;4373;;;;;;;;;;;;;;;;
