BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PDEN;PACT
MCO;2015;110000056;110780137;176;62125;10089;1413;53528;56;20160;2718;77;14338;22;8030;1537;136;5756;254;90315;14344;1626;73622;14;1223;;;1808;14;3120;2;288;;;30;4631;;;1808;1;0;1;1;1;1;1;1;1;61;61;30;334;77329;1224;25263
MCO;2015;110000189;110780707;30;10950;560;4;8843;;;0;0;0;;;0;0;0;30;10950;560;4;8843;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;;;;;84;;
MCO;2015;110000247;110780772;39;14235;942;8;9929;;;0;0;0;;;0;0;0;39;14235;942;8;9929;2;109;;;38;;0;;0;;;2;109;;;38;1;1;1;1;0;0;1;0;0;;;;;12667;0;84
MCO;2015;110780228;110000114;72;26280;5534;958;26248;68;24820;3288;126;13821;18;6570;1199;44;4488;158;57670;10021;1128;44557;6;63;;;18728;33;9091;1;181;;;40;9335;;;18728;;;;;;;;;;;;;;;;
MCO;2015;110780236;110780707;12;4380;239;2;3421;;;0;0;0;;;0;0;0;12;4380;239;2;3421;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;110780483;110000155;23;8395;1296;90;6549;103;37595;2996;217;7995;;;0;0;0;126;45990;4292;307;14544;;0;;;1664;15;9311;7;65;;;22;9376;;;1664;;;;;;;;;;;;;;;;
MCO;2015;120000039;120780044;230;86373;11227;733;72165;70;27035;4402;252;19227;19;6935;1922;340;7193;319;120343;17551;1325;98585;26;3966;3;385;30802;21;3432;1;16;;;48;7414;3;385;30802;;;;;;;;;;;;;;137980;;51044
MCO;2015;120000054;120780069;64;23360;3318;424;17427;37;13505;2050;292;7824;12;4380;905;280;2568;113;41245;6273;996;27819;6;60;;;1505;;0;;0;;;6;60;;;1505;1;0;1;1;1;1;1;1;0;;;;;38621;;4557
MCO;2015;120000070;120780085;49;17885;2308;423;14122;23;8385;1596;556;4854;15;5475;548;193;1431;87;31745;4452;1172;20407;;0;;;106;;0;;0;;;;0;;;106;1;0;0;1;1;1;0;1;0;;4;4;;;;
MCO;2015;120000088;120780093;9;2096;146;7;2096;;;0;0;0;;;0;0;0;9;2096;146;7;2096;0;0;;;0;;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;120000096;120780101;20;6229;171;1;4062;;;0;0;0;;;0;0;0;20;6229;171;1;4062;;0;;;5;;0;;0;;;;0;;;5;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;120001128;120780069;5;1825;404;34;1075;22;8030;1024;47;3967;;;0;0;0;27;9855;1428;81;5042;;0;;;26;5;3938;;0;;;5;3938;;;26;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;120004569;120004528;43;15695;2382;310;14349;37;13505;2120;287;7762;12;4380;579;76;2011;92;33580;5081;673;24122;6;121;;;1075;16;3067;2;69;;;24;3257;;;1075;1;1;0;1;1;1;0;1;1;;;;;25696;143;5636
MCO;2015;120004668;120004619;35;11410;1796;257;10756;5;1630;271;10;959;6;1956;317;40;1035;46;14996;2384;307;12750;3;397;;;110;3;692;2;4;;;8;1093;;;110;1;0;1;1;1;1;1;0;1;30;5;1;220;52108;3;43927
MCO;2015;130000409;130041916;307;101811;19258;3126;106375;133;48545;7037;495;33807;59;21364;3510;217;14306;499;171720;29805;3838;154488;39;8191;;;17537;11;3314;12;2016;;;62;13521;;;17537;1;1;1;1;1;1;1;1;1;105;91;53;75;233433;92502;172724
MCO;2015;130000516;130781339;25;7985;780;7;7387;;;0;0;0;;;0;0;0;25;7985;780;7;7387;10;1890;;;0;;0;;0;;;10;1890;;;0;1;1;0;0;1;0;0;1;1;;70;;15;2849;175;
MCO;2015;130000565;130781446;107;39055;6984;1100;31562;32;11640;1428;17;8010;16;5840;1263;47;5435;155;56535;9675;1164;45007;7;454;;;1038;8;1414;3;361;;;18;2229;;;1038;1;1;;1;1;1;1;;1;;;;;78501;85;40857
MCO;2015;130001225;130782634;164;59738;10421;1184;52879;41;14025;2650;125;12577;20;9952;2199;364;7743;225;83715;15270;1673;73199;6;1812;;;3698;8;1047;1;54;;;15;2913;;;3698;1;1;1;1;1;1;1;1;1;;;;;;;
MCO;2015;130001258;130028228;27;9855;494;8;6672;0;;0;0;0;0;;0;0;0;27;9855;494;8;6672;;0;;;0;;0;;0;;;;0;;;0;0;0;0;1;0;0;1;1;0;;;;;1972;345;452
MCO;2015;130001647;130784127;199;68672;9967;32;63893;47;17155;2929;4;14283;;;0;0;0;246;85827;12896;36;78176;51;1308;;;60799;20;4974;;0;;;71;6282;;;60799;0;1;1;1;0;0;1;0;0;23;;;;133370;0;0
MCO;2015;130002215;130785512;57;20805;3122;211;19807;32;11680;1493;306;7856;20;7300;2397;875;5664;109;39785;7012;1392;33327;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;78;1;0;1;1;1;1;1;0;1;;;;;231405;;31939
MCO;2015;130002694;040000481;26;9490;730;17;6803;;;0;0;0;;;0;0;0;26;9490;730;17;6803;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;130002827;130789274;134;47815;6846;768;43689;38;13870;2041;136;8909;34;12410;1883;368;5953;206;74095;10770;1272;58551;2;78;;;2148;6;2625;;0;;;8;2703;;;2148;1;1;1;1;1;1;1;1;1;;;;;97532;1882;81471
MCO;2015;130002835;130789316;158;57670;9780;1501;44737;41;10179;2035;164;8839;38;13870;3124;139;11709;237;81719;14939;1804;65285;12;1226;0;0;11930;15;1088;1;1301;0;0;28;3615;0;0;11930;1;0;1;1;0;1;1;0;0;180;;27;;104080;10;17372
MCO;2015;130008253;130001084;;;0;0;0;32;11680;5787;4557;4294;32;11680;1901;157;6672;64;23360;7688;4714;10966;;0;;;257;18;0;;0;;;18;0;;;257;;;;;;;;;;;;;;;;
MCO;2015;130034531;130001787;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;15952;;0;;0;;;;0;;;15952;;;;;;;;;;;;;;;;
MCO;2015;130037922;130037823;66;21810;2285;42;17190;76;25270;3436;30;13471;;;0;0;0;142;47080;5721;72;30661;19;2896;;;382;20;2318;;0;;;39;5214;;;382;;;;;;;;;;;;;;;;
MCO;2015;130038003;130029218;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;21980;;0;;0;;;;0;;;21980;;;;;;;;;;;;;;;;
MCO;2015;130041767;130041262;40;14105;2307;167;10878;;;0;0;0;;;0;0;0;40;14105;2307;167;10878;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;130042096;130042062;42;15330;3158;105;9453;;;0;0;0;;;0;0;0;42;15330;3158;105;9453;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;130043664;130002157;143;50660;8162;1344;47492;186;67890;9232;13;48635;;;0;0;0;329;118550;17394;1357;96127;60;13115;;;6104;34;7707;;0;;;94;20822;;;6104;1;1;1;1;1;1;1;1;1;;;;;;;
MCO;2015;130780521;130786049;496;161673;22144;2062;131190;283;101181;11764;219;70985;63;22572;4743;154;24089;842;285426;38651;2435;226264;57;9602;;;22088;28;4910;9;1007;;;94;15519;;;22088;1;1;1;1;0;1;1;0;1;;;;;361768;;143145
MCO;2015;130781255;220020739;29;10585;795;10;8212;;;0;0;0;;;0;0;0;29;10585;795;10;8212;8;417;;;0;;0;;0;;;8;417;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;130781289;130002447;24;8760;688;4;7441;16;5840;1121;97;2633;;;117;0;287;40;14600;1926;101;10361;;2117;;;8529;18;2856;;282;;;18;5255;;;8529;;;;;;;;;;;;;;;;
MCO;2015;130781370;130000532;19;6935;237;10;980;53;23422;2206;62;9714;0;;21;5;32;72;30357;2464;77;10726;0;148;;;480;18;5674;;0;;;18;5822;;;480;;;;;;;;;;;;;;;;
MCO;2015;130781479;130000599;109;39785;4644;84;34714;90;32850;4820;47;22666;15;5475;611;27;2624;214;78110;10075;158;60004;5;1;;;3941;41;10560;1;15;;;47;10576;;;3941;;;;;;;;;;;;;;;;
MCO;2015;130781867;130000813;;;0;0;0;37;13505;1088;1;3878;;;0;0;0;37;13505;1088;1;3878;;0;;;3134;27;5583;;0;;;27;5583;;;3134;;;;;;;;;;;;;;;;
MCO;2015;130782071;130002454;37;13505;1638;175;9004;30;10950;1936;27;7632;0;0;0;0;0;67;24455;3574;202;16636;;0;0;0;0;34;6104;0;0;;;34;6104;0;0;0;;;;;;;;;;;;;;;;
MCO;2015;130782147;130000979;64;23360;4176;332;28430;85;31025;9528;6533;15128;;;0;0;0;149;54385;13704;6865;43558;;0;;;25;34;0;;0;;;34;0;;;25;;;;;;;;;;;;;;41432;;
MCO;2015;130782162;130000987;15;5475;3811;2777;4493;61;22265;1313;0;4465;;;0;0;0;76;27740;5124;2777;8958;;0;;;31;16;3414;;0;;;16;3414;;;31;;;;;;;;;;;;;;;;
MCO;2015;130782675;130001233;;;0;0;0;19;8455;1206;80;3325;;;0;0;0;19;8455;1206;80;3325;;0;;;0;33;6198;;0;;;33;6198;;;0;;;;;;;;;;;;;;;;
MCO;2015;130783152;130001365;12;4380;362;8;4345;;;0;0;0;;;0;0;0;12;4380;362;8;4345;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;130783236;130786049;287;92133;10558;178;80213;181;57795;3199;63;14167;95;33166;6308;384;28132;563;183094;20065;625;122512;95;6058;;;37919;12;1346;22;3155;;;129;10559;;;37919;1;1;1;1;0;0;0;0;1;;;;;238610;40;184670
MCO;2015;130783293;130786049;559;189284;30365;2100;180819;356;127231;13240;152;88875;;;0;0;0;915;316515;43605;2252;269694;85;18047;;;34516;27;1829;;0;;;112;19876;;;34516;1;1;1;0;1;0;1;0;1;;;;;520995;100385;108783
MCO;2015;130783327;130001415;57;20805;1715;39;13317;44;16060;3074;98;8126;39;14235;3610;50;15961;140;51100;8399;187;37404;0;0;;;24873;36;6921;39;1418;;;75;8339;;;24873;;;;;;;;;;;;;;;;
MCO;2015;130783665;130043722;31;11315;1050;19;7504;20;6800;888;3;3028;0;;0;0;0;51;18115;1938;22;10532;5;79;;;1109;18;4257;;372;;;23;4708;;;1109;1;1;1;1;1;1;1;1;1;;;;;;;
MCO;2015;130783723;130001456;;;0;0;0;90;32850;4239;5;11751;;;0;0;0;90;32850;4239;5;11751;;0;;;2;34;10889;;0;;;34;10889;;;2;;;;;;;;;;;;;;;;
MCO;2015;130783772;130810336;;;0;0;0;28;7280;2716;12;3351;;;0;0;0;28;7280;2716;12;3351;0;3;;;0;29;7126;;0;;;29;7129;;;0;;;;;;;;;;;;;;;;
MCO;2015;130783962;130001415;22;4664;248;8;2275;14;5110;676;4;857;;;0;0;0;36;9774;924;12;3132;22;89;;;58;25;6716;;0;;;47;6805;;;58;;;;;;;;;;;;;;;;
MCO;2015;130784051;130037823;97;35405;5200;34;38820;196;71540;7888;71;46178;;;0;0;0;293;106945;13088;105;84998;22;339;;;17070;18;3089;;0;;;40;3428;;;17070;;;;;;;;;;;;;;;;
MCO;2015;130784226;130804032;14;5110;404;0;1204;;;0;0;0;;;0;0;0;14;5110;404;0;1204;11;1997;;;0;;0;;0;;;11;1997;;;0;;;;;1;;;;;;45;;;2582;;
MCO;2015;130784234;130786049;83;25145;3067;156;18400;38;13870;1544;11;8728;;;0;0;0;121;39015;4611;167;27128;29;5480;;;10266;4;323;;0;;;33;5803;;;10266;0;0;1;0;0;0;0;1;0;;;;;128035;;24088
MCO;2015;130784481;130001787;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;53382;;0;;0;;;;0;;;53382;;;;;;;;;;;;;;;;
MCO;2015;130784713;130038847;85;31025;6071;133;41644;75;27375;2515;11;12360;103;37595;4015;109;16578;263;95995;12601;253;70582;22;0;;;6479;38;8434;;0;;;60;8434;;;6479;;;;;;;;;;;;;;;;
MCO;2015;130784903;130002041;43;15695;1527;7;14272;;;0;0;0;;;0;0;0;43;15695;1527;7;14272;;0;;;0;8;2993;;0;;;8;2993;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;130785389;130002173;;;0;0;0;57;7642;1825;39;6153;;;0;0;0;57;7642;1825;39;6153;;0;;;0;30;7850;;0;;;30;7850;;;0;;;;;;;;;;;;;;;;
MCO;2015;130785652;130014228;389;134740;22616;1517;116609;198;71220;9718;196;54337;85;31025;6746;212;27866;672;236985;39080;1925;198812;39;1420;;;12689;55;12922;;0;;;94;14342;;;12689;1;1;1;1;1;1;1;1;1;10;8;45;30;276481;0;107189
MCO;2015;130785678;130002249;50;18250;1933;9;24116;40;14600;696;2;3615;;;0;0;0;90;32850;2629;11;27731;12;192;;;2000;25;4636;;23;;;37;4851;;;2000;;;;;;;;;;;;;;;;
MCO;2015;130786361;130002447;56;20440;2915;815;18562;120;43800;7840;496;29187;;;278;6;929;176;64240;11033;1317;48678;;5752;;;370;35;7583;;215;;;35;13550;;;370;;;;;;;;;;;;;;;;
MCO;2015;130786445;130002488;12;4380;850;25;3937;20;7300;727;17;1930;62;22630;3670;15;18281;94;34310;5247;57;24148;;79;;;23;1;467;2;0;;;3;546;;;23;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;130786742;750821092;119;43435;5920;1550;29129;74;25315;2778;134;11539;0;0;0;0;0;193;68750;8698;1684;40668;5;60;0;0;279;12;1783;0;0;0;0;17;1843;0;0;279;1;1;0;1;1;0;1;0;1;;;;;102350;1237;38280
MCO;2015;130789159;750043994;34;8090;580;3;6577;;;0;0;0;;;0;0;0;34;8090;580;3;6577;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;130804297;130786049;111;40417;6438;446;32178;85;30401;5009;571;18180;;;0;0;0;196;70818;11447;1017;50358;53;5672;;;4068;1;1843;;0;;;54;7515;;;4068;0;0;0;0;0;1;0;0;0;;;;;132592;;39687
MCO;2015;130809015;130001928;43;15695;996;12;12359;;;0;0;0;;;0;0;0;43;15695;996;12;12359;5;654;0;;33;;0;;0;;;5;654;0;;33;1;0;1;0;1;0;1;0;1;15;7;;15;1385;31;0
MCO;2015;130810740;130007362;47;17155;1520;13;10199;62;22630;3598;40;13780;;;0;0;0;109;39785;5118;53;23979;;0;;;0;19;15135;;0;;;19;15135;;;0;;;;;;;;;;;;;;;;
MCO;2015;130811102;130007487;24;8760;319;3;7899;;;0;0;0;;;0;0;0;24;8760;319;3;7899;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;140000027;140000035;226;80866;12867;735;71601;47;13886;2388;121;11359;32;11680;2165;148;8930;305;106432;17420;1004;91890;11;1002;;;10467;10;1489;2;274;;;23;2765;;;10467;1;1;1;1;1;1;1;1;0;;;;;129866;3209;16944
MCO;2015;140000076;140000084;29;10585;1043;86;8969;;;0;0;0;;;0;0;0;29;10585;1043;86;8969;1;12;;;7;;0;;0;;;1;12;;;7;1;0;1;1;0;0;0;1;1;90;;;0;10650;0;1061
MCO;2015;140000209;140000100;616;224517;35008;6199;196129;344;120866;18590;1984;91687;80;29200;4776;338;21990;1040;374583;58374;8521;309806;87;9057;0;0;30982;31;7289;6;351;0;0;124;16697;0;0;30982;1;1;1;1;1;1;1;1;1;95;76;39;62;481445;6089;279650
MCO;2015;140000233;140000118;92;32860;4145;153;26244;37;12950;1962;4;8833;0;5187;425;2;1714;129;50997;6532;159;36791;2;197;;;122;6;1370;0;112;;;8;1679;;;122;1;1;1;1;0;1;1;1;1;18;;29;86;65043;;28342
MCO;2015;140000290;140000449;1;100;47;4;387;72;26280;3174;67;12212;;;0;0;0;73;26380;3221;71;12599;;0;;;88;8;3256;;0;;;8;3256;;;88;;;;;;;;;;;;;;;;
MCO;2015;140000340;140025800;12;4380;188;1;3817;0;0;0;0;0;0;0;0;0;0;12;4380;188;1;3817;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;140000373;140000159;84;30420;3916;85;29715;0;;0;0;0;0;0;0;0;0;84;30420;3916;85;29715;5;338;1;46;708;0;0;0;0;0;0;5;338;1;46;708;1;0;1;1;1;1;1;0;0;90;90;6;;14533;0;485
MCO;2015;140000555;140000639;103;35953;3493;58;29545;38;11953;2572;531;9026;;;0;0;0;141;47906;6065;589;38571;3;956;;;71875;5;1434;;0;;;8;2390;;;71875;0;1;1;1;1;0;1;0;0;;;;;98613;248;40246
MCO;2015;140002452;140025800;53;19345;2789;1009;16636;0;;0;0;0;0;;0;0;0;53;19345;2789;1009;16636;;0;;;0;6;2679;;0;;;6;2679;;;0;0;0;0;1;0;0;0;0;0;;;;;21078;;3946
MCO;2015;140004383;140000100;42;16578;1932;8;14983;;;0;0;0;;;0;0;0;42;16578;1932;8;14983;4;230;0;0;0;;0;;0;;;4;230;0;0;0;0;0;0;0;0;0;0;0;0;;;;;2553;0;0
MCO;2015;140016759;140003146;30;6000;3438;870;11487;108;39420;6781;9;23834;44;16060;2455;91;11379;182;61480;12674;970;46700;15;15;;;3727;32;9155;0;22;;;47;9192;;;3727;0;1;1;1;1;1;1;0;1;;;;;4753;0;2382
MCO;2015;140017237;140003278;76;27740;7714;1406;23377;143;52195;10122;317;40191;;;0;0;0;219;79935;17836;1723;63568;;0;;;14447;75;18673;;0;;;75;18673;;;14447;;;;;;;;;;;;;;;;
MCO;2015;140018730;140000423;6;2190;116;0;908;34;12410;2124;66;5783;;;0;0;0;40;14600;2240;66;6691;;0;;;0;8;4096;;0;;;8;4096;;;0;;;;;;;;;;;;;;;;
MCO;2015;140024886;140000092;103;36519;6359;1226;31862;29;10585;1839;130;8338;14;6330;775;73;2941;146;53434;8973;1429;43141;5;484;0;0;1820;10;2678;0;140;;;15;3302;0;0;1820;1;1;1;1;0;1;1;1;0;90;;30;;56464;9;19886
MCO;2015;140026410;140026279;76;27740;3426;165;27319;;;0;0;0;0;0;125;125;0;76;27740;3551;290;27319;1;145;1;92;15;;0;;0;;;1;145;1;92;15;1;1;1;1;0;1;1;1;0;90;;40;;20306;;
MCO;2015;140026709;140000415;6;2190;172;1;1284;54;19710;5545;0;7707;;;0;0;0;60;21900;5717;1;8991;;0;;;0;8;3477;;0;;;8;3477;;;0;0;0;0;0;0;0;0;0;0;;;;;2800;0;2800
MCO;2015;150000024;150780047;15;3403;148;1;3021;0;;0;0;0;0;;0;0;0;15;3403;148;1;3021;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;150000032;150780088;71;25915;2571;205;22719;30;10950;1593;87;7591;15;5475;686;158;2147;116;42340;4850;450;32457;5;385;0;0;586;4;311;0;56;0;0;9;752;0;0;586;1;0;0;1;0;0;0;0;0;;;;;48169;0;25688
MCO;2015;150000040;150780096;223;81322;10545;777;65100;65;23725;3278;232;17519;29;10585;1679;384;5427;317;115632;15502;1393;88046;20;1625;;;3161;12;2563;0;0;;;32;4188;;;3161;1;1;1;1;1;1;1;1;1;150;150;20;180;45880;10696;24777
MCO;2015;150000164;150780468;40;14600;1825;191;14934;0;;0;0;0;0;;0;0;0;40;14600;1825;191;14934;;0;;;60;;0;;0;;;;0;;;60;1;1;0;1;0;1;1;0;0;;;8;;;;
MCO;2015;150000180;150780500;30;9914;443;17;5914;;;0;0;0;;;0;0;0;30;9914;443;17;5914;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;1;0;0;;;0;0;0;;;;;181;0;0
MCO;2015;150780120;150000065;10;3650;338;14;958;;;0;0;0;;;0;0;0;10;3650;338;14;958;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;;;;;;;;
MCO;2015;150780732;150000271;81;29565;1911;18;23206;129;47085;4356;100;20186;;;0;0;0;210;76650;6267;118;43392;6;1;;;15332;10;5679;0;10;;;16;5690;;;15332;;;;;;;;;;;;;;;;
MCO;2015;160000170;160000204;0;;251;1;1027;78;25558;3557;472;10775;;;0;0;0;78;25558;3808;473;11802;;0;;;0;32;5904;;0;;;32;5904;;;0;;;;;;;;;;;;;;;;
MCO;2015;160000188;160000121;12;4380;195;1;2921;;;0;0;0;;;0;0;0;12;4380;195;1;2921;3;151;;;4;;0;;0;;;3;151;;;4;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;160000253;160000451;324;111380;18709;3312;89004;79;27048;4751;381;20135;30;10950;1892;68;7636;433;149378;25352;3761;116775;19;1165;0;0;19090;14;3037;0;1;0;0;33;4203;0;0;19090;1;0;1;1;1;1;1;1;1;122;124;90;180;146217;1858;53935
MCO;2015;160000279;160000212;;;0;0;0;43;15695;2408;104;8495;;;0;0;0;43;15695;2408;104;8495;;0;;;1;23;4368;;0;;;23;4368;;;1;0;0;0;0;0;0;0;0;0;;;;;6384;;
MCO;2015;160000303;160006037;53;19345;2448;204;15503;;;0;0;0;;;0;0;0;53;19345;2448;204;15503;4;142;;;10;;0;;0;;;4;142;;;10;1;0;0;1;1;1;1;0;0;;20;7;;13382;;13903
MCO;2015;160000311;160000485;27;9855;1798;222;8501;;;0;0;0;;;0;0;0;27;9855;1798;222;8501;2;44;;;0;;0;;0;;;2;44;;;0;1;0;1;1;0;0;0;1;0;160;;;;22696;;12144
MCO;2015;160000337;160000493;35;12740;2187;551;11802;;;0;0;0;;;0;0;0;35;12740;2187;551;11802;;0;;;28;;0;1;2;;;1;2;;;28;1;0;0;1;0;1;1;1;0;;;21;;29443;;2225
MCO;2015;160013207;160001632;24;8760;1172;4;7917;101;36865;4328;101;15479;40;14600;2111;99;7137;165;60225;7611;204;30533;16;3712;;;5317;35;8270;0;88;;;51;12070;;;5317;;;;;;;;;;;;;;;;
MCO;2015;160014650;160014643;;;;;;;;;;;;;;;;;;;;;;;;;23682;;;;;;;;;;;23682;0;0;0;0;0;;;;;;;;;;;
MCO;2015;160015368;160014411;103;36820;7271;2001;32783;0;0;0;0;0;15;5475;863;98;3057;118;42295;8134;2099;35840;17;758;;;2013;;0;;0;;;17;758;;;2013;1;1;0;1;1;1;1;0;1;;62;50;60;68341;;17214
MCO;2015;170000038;170780050;69;25185;3425;315;22000;19;6935;1131;47;5803;;;0;0;0;88;32120;4556;362;27803;3;215;;;448;7;1696;0;19;;;10;1930;;;448;1;0;0;1;0;0;1;1;1;;;;80;48704;246;90140
MCO;2015;170000079;170780142;11;4015;124;0;2838;;;0;0;0;;;0;0;0;11;4015;124;0;2838;1;98;;;0;;0;;0;;;1;98;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;170000087;170024194;413;142497;22593;1101;126768;118;42040;6803;0;36839;45;16380;3728;130;15455;576;200917;33124;1231;179062;41;3352;;;27859;30;6024;2;1026;;;73;10402;;;27859;1;1;1;1;1;1;1;1;1;82;105;60;60;121991;;
MCO;2015;170000095;170780167;75;27516;2872;249;25024;22;7702;1172;119;4861;10;3650;536;155;1522;107;38868;4580;523;31407;6;491;0;0;44;6;707;0;0;0;0;12;1198;0;0;44;1;0;1;1;0;0;1;0;1;20;;;80;49346;361;63436
MCO;2015;170000103;170780175;215;76666;10852;916;66182;70;26036;4826;313;22309;32;11680;1915;166;7596;317;114382;17593;1395;96087;16;1385;0;0;34970;19;2440;0;0;0;0;35;3825;0;0;34970;1;1;0;1;1;1;;1;1;;140;60;180;145968;343;99125
MCO;2015;170000111;170024194;3;1095;42;1;845;;;0;0;0;;;0;0;0;3;1095;42;1;845;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;170000129;170780191;119;44373;5757;511;39448;;;0;0;0;;;0;0;0;119;44373;5757;511;39448;10;381;;;3065;;0;;0;;;10;381;;;3065;1;0;0;0;0;0;1;0;0;;;;;20578;0;4645
MCO;2015;170000152;170780225;181;65440;10801;560;61002;57;18429;2386;78;14259;25;9125;1826;217;6804;263;92994;15013;855;82065;14;1158;;;1329;11;4419;1;163;;;26;5740;;;1329;1;1;1;1;1;1;1;1;1;74;20;22;;110435;641;45385
MCO;2015;170000178;170780266;10;3650;269;2;3480;;;0;0;0;;;0;0;0;10;3650;269;2;3480;1;33;;;0;;0;;0;;;1;33;;;0;0;0;0;0;0;0;1;0;0;;;;;328;;
MCO;2015;170780563;170000251;8;2129;242;1;2129;79;21405;5291;124;21405;0;0;0;0;0;87;23534;5533;125;23534;0;0;;;509;40;6095;0;0;;;40;6095;;;509;;;;;;;;;;;;;;;;
MCO;2015;170780613;170000277;4;1460;592;24;1241;38;13870;2950;230;8750;31;11315;1465;76;4571;73;26645;5007;330;14562;;0;;;191;19;3588;;616;;;19;4204;;;191;;;;;;;;;;;;;;;;
MCO;2015;170780621;170000285;;;0;0;0;35;12775;2096;108;7812;;;0;0;0;35;12775;2096;108;7812;;0;;;0;21;4313;1;35;;;22;4348;;;0;;;;;;;;;;;;;;;;
MCO;2015;170780647;170000301;;;0;0;0;45;16425;1931;62;5690;;;0;0;0;45;16425;1931;62;5690;;0;;;0;31;5909;;0;;;31;5909;;;0;;;;;;;;;;;;;;;;
MCO;2015;170780662;170024053;;;0;0;0;51;18615;3050;63;7838;;;0;0;0;51;18615;3050;63;7838;14;7396;;;6;33;8972;;0;;;47;16368;;;6;;;;;;;;;;;;;;;;
MCO;2015;180000010;180000028;336;119938;13972;993;99394;116;41190;5173;971;26676;47;17155;2320;189;9857;499;178283;21465;2153;135927;18;542;;;19042;18;3286;8;896;;;44;4724;;;19042;1;0;1;1;1;1;1;1;1;64;97;23;180;;;
MCO;2015;180000200;180000051;74;27010;5072;700;30249;17;6205;1198;84;4583;15;5475;978;203;2880;106;38690;7248;987;37712;2;138;0;;1333;15;1887;3;55;;;20;2080;0;;1333;1;0;1;1;1;1;1;0;1;60;45;30;30;69441;;3823
MCO;2015;180000283;180000069;80;29200;3954;881;28720;;;0;0;0;15;5382;655;104;2485;95;34582;4609;985;31205;1;75;;;0;;0;1;112;;;2;187;;;0;1;0;1;0;0;1;0;0;1;60;;15;60;12471;;12780
MCO;2015;180000358;180000739;0;;127;0;1356;68;;2091;0;8771;;;0;0;0;68;;2218;0;10127;0;1;;;778;8;3735;;0;;;8;3736;;;778;;;;;;;;;;;;;;;;
MCO;2015;180004145;180000887;23;4015;935;29;7687;139;50735;5105;114;21635;19;6935;23;1;94;181;61685;6063;144;29416;12;3126;;;4985;25;3543;;0;;;37;6669;;;4985;;;;;;;;;;;;;;;;
MCO;2015;190000018;190000042;301;105336;14686;1136;89149;75;27786;3799;127;20793;30;9490;1436;97;5775;406;142612;19921;1360;115717;21;254;;;37951;9;2577;1;305;;;31;3136;;;37951;1;1;1;1;1;1;1;1;1;90;120;40;260;164422;263;71433
MCO;2015;190000026;190000059;161;58081;7230;503;50140;36;13140;1938;197;8777;21;6981;1236;150;4150;218;78202;10404;850;63067;14;159;;;607;6;2168;;0;;;20;2327;;;607;1;1;1;1;1;1;1;1;1;100;45;8;515;87057;562;8630
